Peat Marwick Mitchell & Co.;;;Taxation of Intercompany Transactions in Selected Countries in Europe and USA;;;;-;119;Druckerzeugnis;;Haupt-Bibliothek;LC 0655;Deventer;Kluwer;1979;LC;;;Interkantonales/Internationales Steuerrecht;Internationales Steuerrecht;
OECD;;;International Investment and Mulitnational Enterprises;The 1984 Review of the 1976 Declaration and Decisions;;;-;66;Druckerzeugnis;;Haupt-Bibliothek;LC 0678;Paris;OECD;1984;LC;;;Interkantonales/Internationales Steuerrecht;Internationales Steuerrecht;
Schwendler Pitt;;;Besteuerung von internat. Vertragskonzernen;;;;-;;Druckerzeugnis;in: Besteuerung der Internationalen Unternehmung, S. 17 ff.;Haupt-Bibliothek;;;;;LC;;;Interkantonales/Internationales Steuerrecht;Internationales Steuerrecht;
Fischer Lutz;;;Besteuerung und Aufbau internationaler deutscher Unterordnungskonzerne;;;;-;;Druckerzeugnis;in: Unternehmung und Steuer, Festschrift zum 80. Geburtstag von Peter Scherpf, S. 273 ff.;Haupt-Bibliothek;;;;;PE;;;Einkommen- und Vermögensteuern, Ertrag- und Kapitalsteuern;Einkommen Selbständigerwerbender, Unternehmungsbesteuerung;
EG-Kommission;;;Das Europa der Unternehmen. Ein wichtiger Schritt im Steuerbereich zur Verwirklichung des Europas der Unternehmen wurde gestern in Luxemburg getan;;;;;5;Druckerzeugnis;Presse-Mitteilung IP (90) 468, 12,6,1990;Separata;KA Sep. 01;Brüssel;EG;1990;KA;;;Ausländisches Steuerrecht;Staatenverbände, Staatengruppen;
EG;;;Richtlinie des Rates vom 23.7.90 über das gemeinsame Steuersystem der Mutter- und Tochtergesellschaften verschiedener Mitgliedstaaten;;;;;;Druckerzeugnis;Amtsblatt L 225 vom 20.8.1990, S. 6 ff.;Separata;KA Sep. 01;Luxemburg;EG;1990;KA;;;Ausländisches Steuerrecht;Staatenverbände, Staatengruppen;
Perridon Louis;;;Management und Steuer;;;;-;;Druckerzeugnis;in: Besteuerung der Internationalen Unternehmung, S. 5 ff.;Haupt-Bibliothek;;;;;LC;;;Interkantonales/Internationales Steuerrecht;Internationales Steuerrecht;
EG;;;Übereinkommen über die Beseitigung der Doppelbesteuerung im Falle von Gewinnberichtigungen zwischen verbundenen Unternehmen;;;;;;Druckerzeugnis;Amtsblatt L 225 vom 20.8.1990, S. 10 ff.;Separata;KA Sep. 01;Luxemburg;EG;1990;KA;;;Ausländisches Steuerrecht;Staatenverbände, Staatengruppen;
Mann Gerhard;;;Steuerliche Probleme bei der Poolung von Unternehmensgewinn;;;;-;;Druckerzeugnis;in: Zur Besteuerung der Unternehmung, Festschrift für Peter Scherpf, S. 223 ff.;Haupt-Bibliothek;;;;;PE;;;Einkommen- und Vermögensteuern, Ertrag- und Kapitalsteuern;Einkommen Selbständigerwerbender, Unternehmungsbesteuerung;
Voegele Wolfram;;;Die Holding-Gesellschaft im Grossherzogtum Luxemburg;;;;;32;Druckerzeugnis;;Separata;PN Sep. 02;Luxemburg;Deutsch-Luxemburgische Juristenvereinigung;1992;PN;;;Einkommen- und Vermögensteuern, Ertrag- und Kapitalsteuern;Besondere Arten von juristischen Personen;
Moebus Ulrich;;;Schachtelbeteiligung bei der Körperschaftsteuer-Vermögensteuer und Gewerbesteuer in nationaler und internationaler Sicht;;;;-;131;Druckerzeugnis;;Haupt-Bibliothek;PN 221;Berlin;Neue Wirtschafts-Briefe;1979;PN;;;Einkommen- und Vermögensteuern, Ertrag- und Kapitalsteuern;Besondere Arten von juristischen Personen;
Grundy Milton;;;The OFC Report 1992;;;;-;208;Druckerzeugnis;The Report of Offshore Financial Centres and Services;Haupt-Bibliothek;PN 235;Hong Kong;Campden Publ. Ltd.;1992;PN;;;Einkommen- und Vermögensteuern, Ertrag- und Kapitalsteuern;Besondere Arten von juristischen Personen;
Grüninger Harold;;;Die Domizil--Verwaltungs- und gemischte Gesellschaften nach der Steuerharmonisierung;;;;;;Druckerzeugnis;Information Nr. 89, S. 10 ff.;Separata;PN Sep. 02;Basel;Internationale Treuhand;1991;PN;;;Einkommen- und Vermögensteuern, Ertrag- und Kapitalsteuern;Besondere Arten von juristischen Personen;
Heigl Anton;;;Die Schachtelbeteiligung als Objekt betriebswirtschaftlicher Steuerpolitik im Finanzanlagevermögen;;;;-;;Druckerzeugnis;in: Zur Besteuerung der Unternehmung, Festschrift für Peter Scherpf, S. 251 ff.;Haupt-Bibliothek;;;;;PE;;;Einkommen- und Vermögensteuern, Ertrag- und Kapitalsteuern;Einkommen Selbständigerwerbender, Unternehmungsbesteuerung;
Delvaux B.;Reiffers E.;;Les Sociétés 'Holding' au Grand-Duche de Luxembourg;;;;-;420;Druckerzeugnis;5. A.;Haupt-Bibliothek;PN 207;Paris;Sirey;1969;PN;;;Einkommen- und Vermögensteuern, Ertrag- und Kapitalsteuern;Besondere Arten von juristischen Personen;
Barth Kuno;;;Eine ausgewählte Frage aus der Besteuerung der GmbH & Co.;die steuerliche Behandlung der Bezüge des Kommanditisten-der für die GmbH die Geschäftsführung der Kommanditgesellschaft übernimmt;;;-;;Druckerzeugnis;in: Zur Besteuerung der Unternehmung, Festschrift für Peter Scherpf, S. 285 ff.;Haupt-Bibliothek;;;;;PE;;;Einkommen- und Vermögensteuern, Ertrag- und Kapitalsteuern;Einkommen Selbständigerwerbender, Unternehmungsbesteuerung;
Ellis M. J.;Juch D.;;The Participation Exemption in the Netherlands;;;;-;77;Druckerzeugnis;;Haupt-Bibliothek;PN 219;Deventer;Kluwer;1977;PN;;;Einkommen- und Vermögensteuern, Ertrag- und Kapitalsteuern;Besondere Arten von juristischen Personen;
Glassl Herbert;;;Schachtelbeteiligung bei der Körperschaftsteuer;;;;-;106;Druckerzeugnis;Vermögensteuer und Gewerbesteuer;Haupt-Bibliothek;PN 212;Herne;NWB;1973;PN;;;Einkommen- und Vermögensteuern, Ertrag- und Kapitalsteuern;Besondere Arten von juristischen Personen;
Camenzind Alois;;;Die Besteuerung von Holding-Gesellschaften in der EU und der Schweiz;;;;;27;Druckerzeugnis;;Separata;PN Sep. 02;Zug;Reichlin & Hess;1995;PN;;;Einkommen- und Vermögensteuern, Ertrag- und Kapitalsteuern;Besondere Arten von juristischen Personen;
Technical Services Group;;;The International Tax Haven Directory;;;;-;176;Druckerzeugnis;First Impression January 1977;Haupt-Bibliothek;LC 0405;London;HDM;1977;LC;;;Interkantonales/Internationales Steuerrecht;Internationales Steuerrecht;
Weidmann Heinz;;;Belastungsvergleiche zwischen Einzelfirmen und Aktiengesellschaften;;;;;;Druckerzeugnis;in: Zusammenfassung der Referate des Kurses 'Steuerprobleme der Unternehmungen' am 6./7. Oktober 1967, Finanzinstitut HSG;Haupt-Bibliothek;;;;;PE;;;Einkommen- und Vermögensteuern, Ertrag- und Kapitalsteuern;Einkommen Selbständigerwerbender, Unternehmungsbesteuerung;
GATAG Gassner Teuhand AG;;;Handbuch Gesellschaftsrecht und Steuerprivileg im Fürstentum Liechtenstein;;;;;;Druckerzeugnis;eine Übersicht der gesellschaftsrechtlichen und steuerlichen Vorteile im Fürstentum Liechtenstein;Haupt-Bibliothek;KH 108;Triesen;GATAG;1983;KH;;;Ausländisches Steuerrecht;Uebriges Europa;
Oskierski Wolfgang;;;Organschaftstheorie und Unternehmensbesteuerung;;;;-;;Druckerzeugnis;Schriftenreihe des Instituts für Steuerrecht der Universität Köln, Bd. 55;Haupt-Bibliothek;PK 113;Düsseldorf;Verlagsbuchhandlung des Instituts der Wirtschaftsprüfer;1966;PK;;;Einkommen- und Vermögensteuern, Ertrag- und Kapitalsteuern;Besteuerung juristischer Personen, Kapitalgesellschaften;
Arthur Young International Europe;;;Loan versus Equity;;;;;17;Druckerzeugnis;Tax Brief No. 3, November 1987;Separata;PM Sep. 02;London;Arthur Young;1987;PM;;;Einkommen- und Vermögensteuern, Ertrag- und Kapitalsteuern;Kapitalsteuer der Kapitalgesellschaften;
Algemene Bank Nederland;;;Taxation of Dutch and Netherlands Antilles finance-holding and participants companies;;;;;73;Druckerzeugnis;3.A.;Separata;KK Sep. 01;Amsterdam;Algemene Band Nederland N.V.;1973;KK;;;Ausländisches Steuerrecht;Südamerika;
E.F.E.;;;Holding-Gesellschaften;Standort und Besteuerung;;;-;198;Druckerzeugnis;Tagung vom 29.11.1990;Haupt-Bibliothek;LC 6105;Offenbach;E.F.E. GmbH;1990;LC;;;Interkantonales/Internationales Steuerrecht;Internationales Steuerrecht;
Pétermann Pierre;;;Faveurs accordées par le fisc de la Confédération et ceux des cantons à des oevres de prévoyance ainsi qu'aux preneurs et bénéficiaires d'assurances;;;;-;;Druckerzeugnis;in: Schweiz. Versicherungs-Zeitschrift, S. 267 ff.;Haupt-Bibliothek;;;;;PN;;;Einkommen- und Vermögensteuern, Ertrag- und Kapitalsteuern;Besondere Arten von juristischen Personen;
Schweiz. Bankgesellschaft;;;Bank-Kundensteuer. Ein untauglicher Vorschlag;;;;;34;Druckerzeugnis;;Separata;PP Sep.;Basel;Schweiz. Bankiervereinigung;1980;PP;;;Einkommen- und Vermögensteuern, Ertrag- und Kapitalsteuern;Verrechnungssteuer;
Gaul Dieter;;;Der Arbeitslohn in steuerrechtlicher und arbeitsrechtlicher Wertung;;;;;528;Druckerzeugnis;In: Günther Felix (Hrsg.), Von der Auslegung und Anwendung der Steuergesetze, FS Armin Spitaler, S. 223 ff.;Haupt-Bibliothek;;Stuttgart;C. E. Poeschel;;JD;;;Allgemeine Steuerrechtsliteratur;Grundsätze der Rechtsanwendung;
Schweiz. Bankiervereinigung;;;Schweiz. Bankiertag 1980. Willi Ritschard;Gesunde Bundesfinanzen-Schlüsselproblem unseres Staates;;;;32;Druckerzeugnis;;Separata;TA Sep. 59;Basel;Schweiz. Bankiervereinigung;1980;TA;;;Finanz- und Steuerpolitik (Finanzreform);Bund;
Müntefering Paul;;;Die durchlaufenden Posten im Umsatzsteuerrecht;;;;;528;Druckerzeugnis;In: Günther Felix (Hrsg.), Von der Auslegung und Anwendung der Steuergesetze, FS Armin Spitaler, S. 479 ff.;Haupt-Bibliothek;;Stuttgart;C. E. Poeschel;;JD;;;Allgemeine Steuerrechtsliteratur;Grundsätze der Rechtsanwendung;
Hauber Hermann;;;Steuerrecht der Vereine;;;;-;122;Druckerzeugnis;;Haupt-Bibliothek;PN 403;Ludwigshafen;Friedrich Kiehl Verlag;1968;PN;;;Einkommen- und Vermögensteuern, Ertrag- und Kapitalsteuern;Besondere Arten von juristischen Personen;
Scheiwiler Beat;;;Die Besteuerung der Vereine und Stiftungen für ihr Einkommen und Vermögen;;;;-;132;Druckerzeugnis;Diss. der Uni Zürich;Haupt-Bibliothek;PN 409;Zürich;Zentralstelle der Studentenschaft;1982;PN;;;Einkommen- und Vermögensteuern, Ertrag- und Kapitalsteuern;Besondere Arten von juristischen Personen;
Engeler Susanne;;;Den privaten Nachlass in eine Stiftung bringen?;;;;;;Druckerzeugnis;in: Fides-Mitteilungen Nr. 4/89 (61), S. 13 ff.;Separata;PN Sep. 04;Zürich;Fides;1989;PN;;;Einkommen- und Vermögensteuern, Ertrag- und Kapitalsteuern;Besondere Arten von juristischen Personen;
Stapelmann Wilhelm;;;Die Umsatzsteuer des Holzgrosshandels;;;;;528;Druckerzeugnis;In: Günther Felix (Hrsg.), Von der Auslegung und Anwendung der Steuergesetze, FS Armin Spitaler, S. 498 ff.;Haupt-Bibliothek;;Stuttgart;C. E. Poeschel;;JD;;;Allgemeine Steuerrechtsliteratur;Grundsätze der Rechtsanwendung;
Bopp Gerhard;;;Scheingeschäft-missbräuchliche Steuerumgehung und wirtschaftliche Betrachtungsweise;;;;;528;Druckerzeugnis;In: Günther Felix (Hrsg.), Von der Auslegung und Anwendung der Steuergesetze, FS Armin Spitaler, S. 132 ff.;Haupt-Bibliothek;;Stuttgart;C. E. Poeschel;;JD;;;Allgemeine Steuerrechtsliteratur;Grundsätze der Rechtsanwendung;
Neubig Thomas;Steuerle Eugene;;The Taxation of Income Flowing Through Life Insurance Companies;;;;;73;Druckerzeugnis;OTA Paper Nr. 53;Separata;PN Sep. 01;Washington;Department of the Treasury;1984;PN;;;Einkommen- und Vermögensteuern, Ertrag- und Kapitalsteuern;Besondere Arten von juristischen Personen;
Nies Ludwig;;;Mitgliederbeiträge im Umsatzsteuerrecht;;;;;528;Druckerzeugnis;In: Günther Felix (Hrsg.), Von der Auslegung und Anwendung der Steuergesetze, FS Armin Spitaler, S. 474 ff.;Haupt-Bibliothek;;Stuttgart;C. E. Poeschel;;JD;;;Allgemeine Steuerrechtsliteratur;Grundsätze der Rechtsanwendung;
Friedrich Werner;;;Kartellsteuerrecht;;;;-;242;Druckerzeugnis;2. A.;Haupt-Bibliothek;PN 204;Köln;Carl Heymanns;1969;PN;;;Einkommen- und Vermögensteuern, Ertrag- und Kapitalsteuern;Besondere Arten von juristischen Personen;
Karls John;;;Effective Tax Strategies for International Corporate Acquisitions;;;;-;298;Druckerzeugnis;2. A.;Haupt-Bibliothek;LC 6109;Deventer;Kluwer;1992;LC;;;Interkantonales/Internationales Steuerrecht;Internationales Steuerrecht;
Bortler Rolf;Ramstein Kurt;Sidler Jean-Paul;Die Familien-AG;;;;-;;Druckerzeugnis;Mappe;Haupt-Bibliothek;PN 601;Zürich;Organisator;1966;PN;;;Einkommen- und Vermögensteuern, Ertrag- und Kapitalsteuern;Besondere Arten von juristischen Personen;
Kühr Christian;;;Die neue Grundsteuer (GrStG 1974);;;;-;116;Druckerzeugnis;;Haupt-Bibliothek;PR 204;Neuwied;Luchterhand;1973;PR;;;Einkommen- und Vermögensteuern, Ertrag- und Kapitalsteuern;Uebrige direkte Steuern;
Wilhelm Georges;;;Lichtblicke für schweizerische Gesellschaften bei der jährlichen 3%-Steuer auf Immobilien in Frankreich;;;;;;Druckerzeugnis;in: ATAG-Praxis Nr. 3/1989, S. 20 ff.;Separata;KE Sep.;Basel;Allgemeine Treuhand AG;1989;KE;;;Ausländisches Steuerrecht;Frankreich;
Karl Bräuer Institut des Bundes der Steuerzahler;;;Zur Reform der Bodenbesteuerung;;;;-;62;Druckerzeugnis;Heft 27;Haupt-Bibliothek;PJ 310;Wiesbaden;Karl-Bräuer-Institut;1974;PJ;;;Einkommen- und Vermögensteuern, Ertrag- und Kapitalsteuern;Vermögensteuer;
Lenski Edgar;;;Erbschaftsteuer;;;;-;147;Druckerzeugnis;2. A.- Buchreihe Finanz und Steuern, Bd. 19;Haupt-Bibliothek;RB 111;Stuttgart;Schäffer;1960;RB;;;Uebrige Steuern;Erbschaft- und Schenkungsteuer;
McNulty John K.;;;Federal Estate and Gift Taxation in a Nutshell;;;;;64;Druckerzeugnis;;Haupt-Bibliothek;RB 115;St. Paul;West Publishing;1973;RB;;;Uebrige Steuern;Erbschaft- und Schenkungsteuer;
Kapp Reinhard;Ebeling Jürgen;;Ebschaft- und Schenkungsteuer-Kommentar;;;;;273;Druckerzeugnis;2.A.;Haupt-Bibliothek;RB 106;Berlin;Neue Wirtschafts-Briefe;1968;RB;;;Uebrige Steuern;Erbschaft- und Schenkungsteuer;
Rosenau Heinz;;;Unentgeltliche Übertragung von Vermögensteilen auf Minderjährige;;;;;92;Druckerzeugnis;Grundlagen und Praxis des Steuerrechts, Bd. 12;Haupt-Bibliothek;RB 112;Berlin;Erich Schmidt;1972;RB;;;Uebrige Steuern;Erbschaft- und Schenkungsteuer;
Tomsett Eric G.;Bater Paul;van Dun Michel;The International Guide to Mergers and Acquisitions;Vol. 2;;;90-70125-61-7;;Druckerzeugnis;ursprünglich Loseblattwerk-;Haupt-Bibliothek;PE 0558 2;Amsterdam;IBFD;1998;PE;;;Einkommen- und Vermögensteuern, Ertrag- und Kapitalsteuern;Einkommen Selbständigerwerbender, Unternehmungsbesteuerung;
Tomsett Eric G.;Bater Paul;van Dun Michel;The International Guide to Mergers and Acquisitions;Vol. 3;;;90-70125-61-7;;Druckerzeugnis;ursprünglich Loseblattwerk-;Haupt-Bibliothek;PE 0558 3;Amsterdam;IBFD;1998;PE;;;Einkommen- und Vermögensteuern, Ertrag- und Kapitalsteuern;Einkommen Selbständigerwerbender, Unternehmungsbesteuerung;
Tomsett Eric G.;Bater Paul;van Dun Michel;The International Guide to Mergers and Acquisitions;Vol. 1;;;90-70125-61-7;;Druckerzeugnis;ursprünglich Loseblattwerk-;Haupt-Bibliothek;PE 0558 1;Amsterdam;IBFD;1998;PE;;;Einkommen- und Vermögensteuern, Ertrag- und Kapitalsteuern;Einkommen Selbständigerwerbender, Unternehmungsbesteuerung;
Jaeggi Paul C.;;;Die Erbschafts- und Schenkungssteuer in der Schweiz;;;;;182;Druckerzeugnis;Diss. der Uni Bern;Haupt-Bibliothek;RB 102;Bern;Stämpfli;1919;RB;;;Uebrige Steuern;Erbschaft- und Schenkungsteuer;
Bundesfinanzministerium;;;Amtliche Abschreibungstabellen (AfA);;;;3 482 43704 1;;Druckerzeugnis;Die amtlichen Tabellen der Absetzungen für Abnutzung, veröffentlicht vom Bundesfinanzministerium Ursprünglich Looseblattwerk;Haupt-Bibliothek;PE 0428;Herne;Neue Wirtschafts-Briefe;1999;PE;;;Einkommen- und Vermögensteuern, Ertrag- und Kapitalsteuern;Einkommen Selbständigerwerbender, Unternehmungsbesteuerung;
Meyer Eugen;;;Das materielle Ebschafts- und Schenkungssteuerrecht des Kantons Aargau;;;;;164;Druckerzeugnis;Diss der Uni Zürich;Haupt-Bibliothek;RB 302;Zürich;Gebrüder Leemann & Co;1947;RB;;;Uebrige Steuern;Erbschaft- und Schenkungsteuer;
Glöckle Gerd;;;Gestaltungsprobleme der Erbschaftsteuer;;;;;220;Druckerzeugnis;Diss. der Uni Darmstadt;Haupt-Bibliothek;RB 114;Darmstadt;Offset;1971;RB;;;Uebrige Steuern;Erbschaft- und Schenkungsteuer;
Heimlich Anton F.;;;Rechtsvergleichende Darstellung des kantonalen Erbschafts- und Schenkungssteuerrechts;;;;;252;Druckerzeugnis;;Haupt-Bibliothek;RB 116;;;1978;RB;;;Uebrige Steuern;Erbschaft- und Schenkungsteuer;
Stockar Conrad;;;Geschichte der Stempelabgaben;;;;;;Druckerzeugnis;;Haupt-Bibliothek;RA 103;Bern;;1985;RA;;;Uebrige Steuern;Stempelabgabe, Wertpapier-Umsatzsteuer;
Eidg. Materialzentrale;;;Bericht über einen Beitritt der Schweiz zur EG vom 18. Mai 1992;;;;;;Druckerzeugnis;S. 79-98 Steuern;Separata;TA Sep. 69;Bern;EDMZ;1992;TA;;;Finanz- und Steuerpolitik (Finanzreform);Bund;
Amstutz Paul;Wyss Ernst;;Das Eidgenössische Stempelsteuerecht;;;;-;419;Druckerzeugnis;Textausgabe mit Erläuterungen und Sachregister;Haupt-Bibliothek;RA 101;Zürich;Orell Füssli;1930;RA;;;Uebrige Steuern;Stempelabgabe, Wertpapier-Umsatzsteuer;
Höhn Ernst;;;Das neue eidgenössische Stempelabgaberecht;;;;;30;Druckerzeugnis;Allgemeine Treuhand AG;Separata;RA Sep. 02;;Allgemeine Treuhand AG;1974;RA;;;Uebrige Steuern;Stempelabgabe, Wertpapier-Umsatzsteuer;
EG-Kommission;;;Die Kommission schlägt einen neuen Ansatz für die Verbrauchsteuersätze mit Blick auf die Aufhebung der Steuerkontrollen an den Grenzen ab 1.1.93 vor;;;;;22;Druckerzeugnis;P-62;Separata;QB Sep. 03;Strassburg;EG;1989;QB;;;Verbrauchsteuern;Umsatzsteuer;
IFA;;;Impôt extraordinaire sur les Revenus-Bénéfices et Profits exceptionnels (Loi du 16 octobre 1945);;;;;;Druckerzeugnis;CDFI Vol. VI - Den Haag 1947 Neudruck- in: Cahiers de Droit Fiscal International, Vol. 1-6, 1939/1947;Haupt-Bibliothek;;Amsterdam;Swets & Zeitlinger;1965;-;PH;;;Ausserordentliches Einkommen;
EG-Kommission;;;Die allgemeine Regelung und Struktur der Verbrauchsteuern im Gemeinsamen Markt;;;;;4;Druckerzeugnis;KOM (90) 430 endg.;Separata;QB Sep. 03;Brüssel;EG;1990;QB;;;Verbrauchsteuern;Umsatzsteuer;
AMSA;;;Recovery of Value Added Tax within the EEC;;;;-;45;Druckerzeugnis;;Haupt-Bibliothek;QB 354;Amsterdam;AMSA;1983;QB;;;Verbrauchsteuern;Umsatzsteuer;
EG-Kommission;;;Mitteilung der Kommission an den Rat;Neuer Ansatz der Kommission im Bereich der Verbrauchssteuern;;;;4;Druckerzeugnis;KOM (89) 551 endg.;Separata;QB Sep. 03;Brüssel;EG;1989;QB;;;Verbrauchsteuern;Umsatzsteuer;
Rosskamp Dieter J.;;;US-Immobilien richtig vererben;;;;;;Druckerzeugnis;Information Nr. 92, S. 1 ff.;Separata;LE Sep. 03;Basel;Internationale Treuhand;1992;LE;;;Interkantonales/Internationales Steuerrecht;USA;
IFA;;;The Role of the International Fiscal Association in Reconstruction;;;;;;Druckerzeugnis;CDFI Vol. V - Den Haag 1947 Neudruck- in: Cahiers de Droit Fiscal International, Vol. 1-6, 1939/1947;Haupt-Bibliothek;;Amsterdam;Swets & Zeitlinger;1965;LC;;;Interkantonales/Internationales Steuerrecht;Internationales Steuerrecht;
IFA;;;Tax treaties since the outbreak of the war;;;;-;;Druckerzeugnis;CDFI Vol. III - Den Haag 1947 Neudruck- in: Cahiers de Droit Fiscal International, Vol. 1-6, 1939/1947;Haupt-Bibliothek;;Amsterdam;Swets & Zeitlinger;1965;LC;;;Interkantonales/Internationales Steuerrecht;Internationales Steuerrecht;
IFA;;;Trans- and postwar tax legislation. Switzerland - Denmark - Netherlands;;;;-;;Druckerzeugnis;CDFI Vol. IV - Den Haag 1947 Neudruck- in: Cahiers de Droit Fiscal International, Vol. 1-6, 1939/1947;Haupt-Bibliothek;;Amsterdam;Swets & Zeitlinger;1965;LC;;;Interkantonales/Internationales Steuerrecht;Internationales Steuerrecht;
IFA;;;Kann die Verselbständigung des Steuerrechts (sog. Autonomielehre) für internationale Verträge auf dem Gebiete der Besteuerung förderlich sein?;;;;-;;Druckerzeugnis;CDFI Vol. II - Den Haag 1939 Neudruck- in: Cahiers de Droit Fiscal International, Vol. 1-6, 1939/1947;Haupt-Bibliothek;;Amsterdam;Swets & Zeitlinger;1965;LC;;;Interkantonales/Internationales Steuerrecht;Internationales Steuerrecht;
IFA;;;Die Besteuerung der Gewinne von Aktiengesellschaften mit internationalen Interessen;;;;-;;Druckerzeugnis;CDFI Vol. I - Den Haag 1939 Neudruck- in: Cahiers de Droit Fiscal International, Vol. 1-6, 1939/1947;Haupt-Bibliothek;;Amsterdam;Swets & Zeitlinger;1965;LC;;;Interkantonales/Internationales Steuerrecht;Internationales Steuerrecht;
EG-Kommission;;;Leitfaden zur neuen MWSt-Regelung im Binnenmarkt;;;;;29;Druckerzeugnis;;Separata;QB Sep. 03;Brüssel;EG;1992;QB;;;Verbrauchsteuern;Umsatzsteuer;
IFSt;;;Die Warenumsatzbesteuerung in der Schweiz;;;;-;71;Druckerzeugnis;IFSt-Heft 039;Haupt-Bibliothek;;Bonn;Stollfuss;1956;QB;;;Verbrauchsteuern;Umsatzsteuer;
Deutsches Institut für Wirtschaftsforschung;;;Vierteljahreshefte zur Wirtschaftsforschung-Erstes Heft 1969;;;;-;116;Druckerzeugnis;;Haupt-Bibliothek;QA 106;Berlin;Duncker & Humblot;1969;QA;;;Verbrauchsteuern;Allgemein;
Thomas Olivier;;;Les droits de mutation Etudes des législations cantonales;;;;;446;Druckerzeugnis;Publication de la Chambre fiduciaire, Vol. 104;Haupt-Bibliothek;RC 107;Zürich;Chambre fiduciaire;1991;RC;;;Uebrige Steuern;Handänderungsteuer;
U. S. General Accounting Office (GAO);;;Value-Added Tax;Administrative Costs Vary with Complexity and Number of Businesses;;;-;159;Druckerzeugnis;GAO/GGD-93-78;Haupt-Bibliothek;QB 363;Washington;United States General Accounting Office;1993;QB;;;Verbrauchsteuern;Umsatzsteuer;
Troll Max;;;Nachlass und Erbe im Steuerrecht;;;;;352;Druckerzeugnis;Handbuch zur steuerlichen Abwicklung des Erbfalls;Haupt-Bibliothek;RB 104;München;Beck;1967;RB;;;Uebrige Steuern;Erbschaft- und Schenkungsteuer;
Grabower Rolf;Herting Detlef;Schwarz Gottfried;Die Umsatzsteuer;;;;-;257;Druckerzeugnis;Ihre Geschichte und gegenwärtige Gestaltung im In- und Ausland- 2. A.;Haupt-Bibliothek;QB 105;Köln;Carl Heymanns;1962;QB;;;Verbrauchsteuern;Umsatzsteuer;
Walker Karl;;;Milliarden-Vergeudung durch Mehrwertsteuer;;;;-;74;Druckerzeugnis;Ein Gutachten, das nicht bestellt wurde;Haupt-Bibliothek;QB 338;Hamburg;Holsten;1972;QB;;;Verbrauchsteuern;Umsatzsteuer;
Pohlner Kurt;;;16 Schaubilder zur Umsatzsteuer (Mehrwertsteuer);;;;-;;Druckerzeugnis;Optisches Steuerrecht, Heft 4 - 4. A.;Haupt-Bibliothek;QB 329;Berlin;Neue Wirtschafts-Briefe;1970;QB;;;Verbrauchsteuern;Umsatzsteuer;
Krollmann Heinz;;;Verlustausgleich und Verlustabzug (insbes. im Verhältnis zu Schaltelgewinnen-Veräusserungseinkünften und Sanierungsgewinnen);;;;;524;Druckerzeugnis;in: 'Von der Auslegung und Anwendung von Steuergesetzen', Günther Felix (Hrsg.), S. 255 ff.;Haupt-Bibliothek;;Stuttgart;Poeschel Verl.;;JD;;;Allgemeine Steuerrechtsliteratur;Grundsätze der Rechtsanwendung;
Fischer Harry;;;La T.V.A. en Allmagne;;;;;64;Druckerzeugnis;Problèmes fiscaux d'aujourd'hui 4. A.;Haupt-Bibliothek;QB 333;Brüssel;Ecole supérieure des sciences fiscales;1968;QB;;;Verbrauchsteuern;Umsatzsteuer;
IFF;;;Weiterbildungskurs über Interkantonales Steuerrecht;15.-18.4.1985;;;-;;Druckerzeugnis;Kursdokumentation;Haupt-Bibliothek;LB 103 1;St. Gallen;IFF;1985;LB;;;Interkantonales/Internationales Steuerrecht;Interkantonales Steuerrecht;
Arthur Young International;;;Recovery of Value Added Tax Within the EC;;;;;44;Druckerzeugnis;;Separata;QB Sep. 03;Amsterdam;Arthur Young;1984;QB;;;Verbrauchsteuern;Umsatzsteuer;
IFF;;;Weiterbildungskurs im Interkantonalen Steuerrecht;11.-13.10.1989;;;-;;Druckerzeugnis;Kursdokumentation;Haupt-Bibliothek;LB 104;St. Gallen;IFF;1989;LB;;;Interkantonales/Internationales Steuerrecht;Interkantonales Steuerrecht;
IFF;;;Weiterbildungskurs über Internationales Steuerrecht;21.-23.10.1991;;;-;;Druckerzeugnis;Kursdokumentation;Haupt-Bibliothek;LC 0160;St. Gallen;IFF;1991;LC;;;Interkantonales/Internationales Steuerrecht;Internationales Steuerrecht;
Handelskammer Deutschland-Schweiz;;;Steuerliche Belastung deutscher Niederlassungen in der Schweiz;;;;;23;Druckerzeugnis;;Separata;LC Sep. 03;;;1966;LC;;;Interkantonales/Internationales Steuerrecht;Internationales Steuerrecht;
IBFD;;;Value Added Taxation in Europe;Vol. 1;;;90-76078-11-4;;Druckerzeugnis;ursprünglich Loseblattwerk Introduction, Austria, Belgium, Cyprus, Denmark, Finland;Haupt-Bibliothek;QB 332 1;Amsterdam;International Bureau of Fiscal Documentation;1998;QB;;;Verbrauchsteuern;Umsatzsteuer;
Bundesstelle für Aussenhandelsinformation;;;Mehrwertsteuer in Europa;;;;-;155;Druckerzeugnis;Ausländisches Wirtschafts- und Steuerrecht, Bd. 45;Haupt-Bibliothek;QB 342;Köln;;1973;QB;;;Verbrauchsteuern;Umsatzsteuer;
EG;;;Abschaffung der Steuergrenzen;Übergangssystem für die Mehrwertsteuer bis zum 31.12.96;;;;8;Druckerzeugnis;EG-Nachrichten Nr. 5;Separata;QB Sep. 03;Bonn;EG;1990;QB;;;Verbrauchsteuern;Umsatzsteuer;
